open,high,low,close
4496.201,4496.201,4495.687,4495.687
4495.686,4502.608,4495.408,4502.358
4502.356,4502.356,4501.764,4501.764
4501.744,4501.744,4501.158,4501.158
4501.138,4501.138,4500.621,4500.621
4500.609,4500.609,4500.071,4500.071
4500.045,4500.045,4499.623,4499.623
4499.611,4503.427,4499.11,4503.413
4503.409,4503.409,4502.878,4502.878
4502.875,4502.875,4502.32,4502.32
4502.309,4502.309,4501.732,4501.732
4501.726,4501.726,4501.167,4501.167
4501.166,4501.166,4500.555,4500.555
4500.55,4500.55,4499.973,4499.973
4499.969,4499.969,4499.463,4499.463
4499.452,4513.072,4499.241,4512.855
4512.837,4512.837,4512.234,4512.234
4512.214,4512.214,4511.669,4511.669
4511.659,4511.659,4511.158,4511.158
4511.144,4511.144,4510.584,4510.584
4510.566,4510.566,4509.968,4509.968
4509.96,4509.96,4509.518,4509.518
4509.506,4509.506,4508.95,4508.95
4508.95,4508.95,4508.36,4508.36
4508.352,4508.352,4507.739,4507.739
4507.732,4507.732,4507.25,4507.25
4507.235,4507.235,4506.792,4506.792
4506.784,4506.784,4506.19,4506.19
4506.183,4506.673,4506.14,4506.166
4506.155,4510.702,4505.873,4510.471
4510.47,4510.47,4509.909,4509.909
4509.905,4516.261,4509.6,4516.008
4516.002,4516.002,4515.463,4515.463
4515.463,4515.463,4514.946,4514.946
4514.938,4519.105,4514.703,4518.832
4518.83,4518.83,4518.315,4518.315
4518.314,4518.314,4517.792,4517.792
4517.791,4522.282,4517.47,4522.174
4522.166,4522.166,4521.635,4521.635
4521.616,4521.616,4521.076,4521.076
4521.065,4521.065,4520.542,4520.542
4520.521,4520.521,4519.903,4519.903
4519.891,4519.891,4519.387,4519.387
4519.378,4519.378,4518.813,4518.813
4518.809,4518.809,4518.288,4518.288
4518.282,4518.282,4517.702,4517.702
4517.7,4517.7,4517.151,4517.151
4517.15,4517.15,4516.611,4516.611
4516.607,4516.607,4516.028,4516.028
4516.028,4524.715,4515.94,4524.303
4524.286,4524.286,4523.81,4523.81
4523.809,4523.809,4523.299,4523.299
4523.286,4523.286,4522.788,4522.788
4522.782,4522.782,4522.334,4522.334
4522.332,4522.332,4521.859,4521.859
4521.843,4521.843,4521.356,4521.356
4521.35,4521.35,4520.739,4520.739
4520.738,4520.738,4520.099,4520.099
4520.087,4520.087,4519.623,4519.623
4519.623,4519.623,4519.026,4519.026
4519.022,4519.022,4518.466,4518.466
4518.458,4518.458,4517.809,4517.809
4517.802,4517.802,4517.208,4517.208
4517.191,4517.191,4516.661,4516.661
4516.652,4516.652,4516.152,4516.152
4516.147,4516.147,4515.679,4515.679
4515.674,4515.674,4515.134,4515.134
4515.118,4515.118,4514.597,4514.597
4514.591,4514.591,4514.036,4514.036
4514.028,4514.028,4513.51,4513.51
4513.509,4518.391,4513.188,4518.217
4518.214,4518.214,4517.629,4517.629
4517.629,4517.629,4517.088,4517.088
4517.077,4517.077,4516.537,4516.537
4516.529,4516.529,4516.02,4516.02
4516.01,4516.01,4515.499,4515.499
4515.498,4515.498,4514.952,4514.952
4514.939,4514.939,4514.436,4514.436
4514.435,4514.435,4513.856,4513.856
4513.852,4513.852,4513.343,4513.343
4513.328,4513.328,4512.777,4512.777
4512.761,4512.761,4512.233,4512.233
4512.213,4512.213,4511.702,4511.702
4511.684,4511.684,4511.059,4511.059
4511.057,4511.057,4510.541,4510.541
4510.523,4510.523,4510.211,4510.222
4510.219,4510.219,4509.616,4509.616
4509.611,4509.611,4509.077,4509.077
4509.069,4509.069,4508.559,4508.559
4508.539,4508.539,4507.912,4507.912
4507.904,4507.904,4507.393,4507.393
4507.384,4507.384,4506.859,4506.859
4506.853,4506.853,4506.391,4506.391
4506.39,4506.39,4505.829,4505.829
4505.824,4505.824,4505.317,4505.317
4505.302,4505.302,4504.822,4504.822
4504.817,4504.817,4504.21,4504.21
4504.186,4507.115,4503.602,4507.073
4507.068,4507.068,4506.528,4506.528
4506.511,4513.548,4506.187,4513.339
4513.328,4513.328,4512.789,4512.789
4512.784,4520.569,4512.414,4520.438
4520.432,4520.432,4519.876,4519.876
4519.874,4519.874,4519.362,4519.362
4519.354,4519.354,4518.872,4518.872
4518.86,4522.887,4518.805,4522.41
4522.405,4522.405,4521.953,4521.953
4521.944,4521.944,4521.509,4521.509
4521.504,4521.504,4520.923,4520.923
4520.917,4520.917,4520.299,4520.299
4520.292,4520.292,4519.712,4519.712
4519.707,4519.707,4519.198,4519.198
4519.181,4519.181,4518.633,4518.633
4518.631,4518.631,4518.202,4518.202
4518.19,4518.19,4517.613,4517.613
4517.605,4517.605,4517.017,4517.017
4516.999,4516.999,4516.495,4516.495
4516.491,4516.491,4516.003,4516.003
4515.996,4515.996,4515.471,4515.471
4515.47,4515.47,4515.055,4515.055
4515.051,4515.051,4514.505,4514.505
4514.499,4514.499,4513.974,4513.974
4513.973,4514.383,4513.732,4514.024
4514.02,4514.02,4513.471,4513.471
4513.459,4513.459,4512.951,4512.951
4512.945,4512.945,4512.472,4512.472
4512.454,4512.454,4511.873,4511.873
4511.862,4511.862,4511.29,4511.29
4511.29,4513.786,4510.963,4513.636
4513.627,4513.627,4513.027,4513.027
4513.014,4513.014,4512.437,4512.437
4512.432,4512.432,4511.948,4511.948
4511.927,4511.927,4511.354,4511.354
4511.349,4511.349,4510.787,4510.787
4510.783,4510.783,4510.279,4510.279
4510.264,4510.264,4509.722,4509.722
4509.719,4509.719,4509.168,4509.168
4509.166,4509.166,4508.596,4508.596
4508.582,4508.582,4508.053,4508.053
4508.045,4508.045,4507.548,4507.548
4507.532,4507.532,4506.997,4506.997
4506.997,4506.997,4506.474,4506.474
4506.467,4506.467,4505.926,4505.926
4505.925,4505.925,4505.492,4505.492
4505.486,4505.486,4504.938,4504.938
4504.935,4504.935,4504.464,4504.464
4504.45,4504.45,4503.978,4503.978
4503.976,4503.976,4503.422,4503.422
4503.41,4503.41,4502.897,4502.897
4502.891,4511.272,4502.834,4510.775
4510.762,4510.762,4510.23,4510.23
4510.228,4510.228,4509.62,4509.62
4509.609,4509.609,4509.07,4509.07
4509.065,4509.065,4508.468,4508.468
4508.454,4508.454,4507.959,4507.959
4507.957,4507.957,4507.476,4507.476
4507.463,4507.463,4506.834,4506.834
4506.827,4506.827,4506.364,4506.364
4506.353,4506.353,4505.785,4505.785
4505.778,4505.778,4505.233,4505.233
4509.293,4509.293,4508.751,4508.751
4508.743,4508.743,4508.169,4508.169
4508.154,4508.154,4507.658,4507.658
4507.641,4507.641,4507.006,4507.006
4507.006,4507.006,4506.486,4506.486
4506.474,4506.474,4505.904,4505.904
4505.892,4505.892,4505.417,4505.417
4505.412,4505.412,4504.89,4504.89
4504.888,4504.888,4504.337,4504.337
4504.328,4504.328,4503.769,4503.769
4503.763,4503.763,4503.227,4503.227
4503.213,4503.213,4502.61,4502.61
4502.603,4502.603,4502.028,4502.028
4502.012,4502.012,4501.398,4501.398
4501.383,4501.383,4500.883,4500.883
4500.881,4500.881,4500.356,4500.356
4500.334,4509.092,4500.178,4508.64
4508.626,4508.626,4508.095,4508.095
4508.087,4508.087,4507.595,4507.595
4507.593,4507.593,4507.049,4507.049
4507.042,4507.042,4506.51,4506.51
4506.501,4506.501,4505.999,4505.999
4505.994,4505.994,4505.49,4505.49
4505.477,4505.477,4504.999,4504.999
4504.988,4504.988,4504.405,4504.405
4504.4,4504.4,4503.851,4503.851
4503.843,4507.865,4503.317,4507.861
4507.856,4507.856,4507.34,4507.34
4507.336,4513.198,4507.146,4512.91
4512.899,4512.899,4512.325,4512.325
4512.32,4512.32,4511.759,4511.759
4511.753,4511.753,4511.192,4511.192
4511.184,4511.184,4510.644,4510.644
4510.618,4510.618,4510.168,4510.168
4510.139,4510.139,4509.559,4509.559
4509.547,4509.547,4509.019,4509.019
4509.006,4515.77,4508.559,4515.659
4515.658,4515.864,4515.464,4515.536
4515.518,4515.518,4515.085,4515.085
4515.083,4515.083,4514.513,4514.513
4514.511,4514.511,4513.943,4513.943
4513.93,4513.93,4513.382,4513.382
4513.376,4514.799,4513.224,4514.403
4514.391,4515.135,4514.295,4514.669
4514.66,4514.66,4514.263,4514.263
4514.233,4514.233,4513.741,4513.741
4513.736,4513.736,4513.191,4513.191
4513.189,4513.189,4512.637,4512.637
4512.632,4512.632,4512.055,4512.055
4512.04,4512.04,4511.522,4511.522
4511.514,4511.514,4511.027,4511.027
4511.02,4511.02,4510.434,4510.434
4510.431,4510.431,4509.866,4509.866
4509.864,4509.864,4509.393,4509.393
4509.392,4509.392,4508.822,4508.822
4508.811,4508.811,4508.306,4508.306
4508.301,4508.301,4507.718,4507.718
4507.712,4507.712,4507.126,4507.126
4507.117,4507.117,4506.645,4506.645
4506.641,4506.641,4506.12,4506.12
4506.113,4506.113,4505.588,4505.588
4505.587,4505.587,4505.053,4505.053
4505.044,4505.044,4504.457,4504.457
4504.451,4504.451,4503.842,4503.842
4503.823,4503.823,4503.279,4503.279
4503.277,4503.277,4502.727,4502.727
4502.703,4502.703,4502.251,4502.251
4502.246,4502.246,4501.733,4501.733
4501.729,4501.729,4501.165,4501.165
4501.16,4501.16,4500.694,4500.694
4500.691,4500.691,4500.175,4500.175
4500.172,4500.172,4499.665,4499.665
4499.645,4499.645,4499.061,4499.061
4499.058,4499.058,4498.478,4498.478
4498.478,4498.478,4497.959,4497.959
4497.949,4497.949,4497.433,4497.433
4497.43,4502.749,4497.04,4502.594
4502.581,4502.581,4502.106,4502.106
4502.097,4502.097,4501.641,4501.641
4501.629,4501.629,4501.041,4501.041
4501.039,4501.039,4500.535,4500.535
4500.53,4500.53,4500.042,4500.042
4500.03,4500.03,4499.498,4499.498
4499.49,4499.49,4498.967,4498.967
4498.954,4498.954,4498.372,4498.372
4498.371,4498.371,4497.833,4497.833
4497.832,4497.832,4497.264,4497.264
4497.255,4497.255,4496.688,4496.688
4496.678,4496.678,4496.131,4496.131
4496.121,4496.121,4495.536,4495.536
4495.528,4495.528,4494.94,4494.94
4494.921,4494.921,4494.401,4494.401
4494.393,4503.02,4494.212,4502.718
4502.712,4502.712,4502.235,4502.235
4502.224,4502.224,4501.625,4501.625
4501.603,4501.603,4501.099,4501.099
4501.085,4501.085,4500.584,4500.584
4500.568,4500.568,4500.063,4500.063
4500.061,4500.061,4499.481,4499.481
4499.456,4499.456,4498.952,4498.952
4498.942,4498.942,4498.442,4498.442
4498.433,4498.433,4497.954,4497.954
4497.949,4497.949,4497.423,4497.423
4497.41,4497.41,4496.933,4496.933
4496.923,4496.923,4496.35,4496.35
4496.338,4496.338,4495.745,4495.745
4495.738,4495.738,4495.167,4495.167
4495.152,4495.152,4494.611,4494.611
4494.604,4494.604,4494.07,4494.07
4494.063,4494.063,4493.55,4493.55
4493.541,4493.541,4493.074,4493.074
4493.062,4493.232,4492.735,4493.015
4493.009,4493.009,4492.421,4492.421
4492.4,4492.4,4491.981,4491.981
4491.969,4491.969,4491.523,4491.523
4491.514,4491.514,4490.965,4490.965
4490.949,4490.949,4490.467,4490.467
4490.466,4499.271,4490.046,4499.179
4499.173,4499.173,4498.674,4498.674
4498.663,4498.663,4498.216,4498.216
4498.21,4498.21,4497.669,4497.669
4497.658,4497.658,4497.125,4497.125
4497.12,4497.12,4496.633,4496.633
4496.619,4496.619,4496.18,4496.18
4496.175,4496.175,4495.675,4495.675
4495.656,4499.929,4495.587,4499.494
4499.479,4499.479,4498.981,4498.981
4498.971,4498.971,4498.441,4498.441
4498.44,4498.44,4497.93,4497.93
4497.913,4497.913,4497.306,4497.306
4497.291,4497.291,4496.783,4496.783
4496.766,4496.766,4496.182,4496.182
4496.176,4496.176,4495.658,4495.658
4495.65,4495.65,4495.137,4495.137
4495.124,4495.124,4494.614,4494.614
4494.601,4494.601,4494.057,4494.057
4494.053,4494.053,4493.522,4493.522
4493.507,4493.507,4492.985,4492.985
4492.977,4497.423,4492.925,4496.982
4496.978,4496.978,4496.436,4496.436
4496.419,4496.419,4495.974,4495.974
4495.972,4495.972,4495.441,4495.441
4495.432,4495.432,4494.971,4494.971
4494.965,4494.965,4494.521,4494.521
4494.5,4494.5,4493.979,4493.979
4493.959,4497.794,4493.8,4497.429
4497.42,4497.42,4496.82,4496.82
4496.82,4496.82,4496.283,4496.283
4496.278,4497.318,4495.746,4497.3
4497.29,4497.29,4496.812,4496.812
4496.788,4496.788,4496.26,4496.26
4496.25,4496.25,4495.8,4495.8
4495.789,4495.789,4495.275,4495.275
4495.265,4495.265,4494.679,4494.679
4494.67,4494.67,4494.015,4494.015
4494.003,4494.003,4493.421,4493.421
4493.413,4493.413,4492.899,4492.899
4492.894,4492.894,4492.377,4492.377
4492.374,4492.374,4491.835,4491.835
4491.82,4491.82,4491.272,4491.272
4491.259,4491.259,4490.719,4490.719
4490.706,4490.706,4490.115,4490.115
4490.091,4490.091,4489.471,4489.471
4489.459,4489.459,4488.927,4488.927
4488.915,4497.952,4488.588,4497.798
4497.797,4497.797,4497.202,4497.202
4497.197,4497.197,4496.646,4496.646
4496.641,4496.641,4496.091,4496.091
4496.075,4496.075,4495.666,4495.666
4495.663,4495.663,4495.137,4495.137
4495.131,4495.131,4494.581,4494.581
4494.564,4494.564,4494.101,4494.101
4494.095,4494.095,4493.567,4493.567
4493.567,4493.567,4493.092,4493.092
4493.082,4493.082,4492.517,4492.517
4492.506,4492.506,4492.019,4492.019
4492.009,4496.056,4491.865,4495.593
4495.581,4495.581,4495.083,4495.083
4495.07,4495.07,4494.531,4494.531
4494.529,4494.529,4494.027,4494.027
4494.017,4494.017,4493.485,4493.485
4493.482,4493.482,4492.897,4492.897
4492.889,4492.889,4492.351,4492.351
4492.344,4492.344,4491.904,4491.904
4491.88,4491.88,4491.287,4491.287
4491.283,4491.283,4490.737,4490.737
4490.723,4490.723,4490.202,4490.202
4490.19,4490.19,4489.642,4489.642
4489.641,4489.641,4489.104,4489.104
4489.095,4489.095,4488.514,4488.514
4488.502,4488.502,4488.019,4488.019
4488.007,4488.007,4487.402,4487.402
4487.388,4487.388,4486.924,4486.924
4486.908,4486.908,4486.337,4486.337
4486.318,4486.318,4485.728,4485.728
4485.716,4485.716,4485.174,4485.174
4485.173,4485.173,4484.698,4484.698
4484.685,4484.685,4484.082,4484.082
4484.056,4484.056,4483.554,4483.554
4483.543,4487.675,4482.959,4487.657
4487.651,4487.651,4487.108,4487.108
4487.103,4487.103,4486.637,4486.637
4486.627,4486.627,4486.13,4486.13
4486.116,4486.116,4485.602,4485.602
4485.59,4485.59,4485.16,4485.16
4485.151,4488.307,4485.043,4487.885
4487.87,4487.87,4487.254,4487.254
4487.244,4487.244,4486.749,4486.749
4486.747,4486.747,4486.237,4486.237
4486.224,4486.788,4485.819,4486.75
4486.736,4486.736,4486.235,4486.235
4486.22,4486.22,4485.663,4485.663
4485.646,4485.646,4485.155,4485.155
4485.152,4492.797,4484.878,4492.574
4492.567,4492.567,4492.033,4492.033
4492.016,4492.016,4491.451,4491.451
4491.443,4494.657,4490.991,4494.633
4494.62,4494.62,4494.079,4494.079
4494.077,4494.077,4493.515,4493.515
4493.511,4493.511,4492.977,4492.977
4492.971,4492.971,4492.397,4492.397
4492.374,4492.374,4491.902,4491.902
4491.885,4491.885,4491.418,4491.418
4491.418,4491.418,4490.948,4490.948
4490.941,4496.816,4490.934,4496.283
4496.262,4496.262,4495.743,4495.743
4495.737,4495.737,4495.257,4495.257
4495.238,4495.238,4494.662,4494.662
4494.644,4494.644,4494.112,4494.112
4494.107,4495.659,4493.949,4495.294
4495.291,4495.291,4494.815,4494.815
4494.812,4494.812,4494.38,4494.38
4494.379,4494.379,4493.892,4493.892
4493.878,4493.878,4493.385,4493.385
4493.38,4497.199,4493.241,4496.766
4496.757,4496.757,4496.197,4496.197
4496.178,4496.178,4495.655,4495.655
4495.646,4504.641,4495.164,4504.636
4504.614,4504.614,4504.153,4504.153
4504.149,4504.149,4503.629,4503.629
4503.613,4503.613,4503.098,4503.098
4503.088,4517.845,4502.57,4517.801
4517.796,4517.796,4517.251,4517.251
4517.244,4517.244,4516.75,4516.75
4516.749,4516.749,4516.283,4516.283
4516.27,4516.27,4515.697,4515.697
4515.692,4515.692,4515.145,4515.145
4515.135,4515.135,4514.632,4514.632
4514.609,4514.609,4514.084,4514.084
4514.08,4514.08,4513.527,4513.527
4513.511,4513.511,4512.996,4512.996
4512.984,4512.984,4512.525,4512.525
4512.503,4514.775,4512.146,4514.665
4514.657,4514.657,4514.12,4514.12
4514.12,4514.12,4513.639,4513.639
4513.628,4513.628,4512.986,4512.986
4512.973,4515.519,4512.829,4515.178
4515.178,4515.178,4514.713,4514.713
4514.704,4514.704,4514.194,4514.194
4514.177,4514.177,4513.702,4513.702
4513.691,4513.691,4513.187,4513.187
4513.179,4513.179,4512.611,4512.611
4512.601,4512.601,4512.03,4512.03
4512.015,4512.015,4511.492,4511.492
4511.476,4511.476,4510.987,4510.987
4510.986,4514.308,4510.91,4513.867
4513.861,4527.79,4513.826,4527.33
4527.314,4527.314,4526.721,4526.721
4526.712,4526.712,4526.192,4526.192
4526.191,4526.191,4525.59,4525.59
4525.589,4525.589,4525.1,4525.1
4525.09,4534.333,4524.762,4534.169
4534.165,4534.165,4533.616,4533.616
4533.611,4533.611,4533.119,4533.119
4533.102,4533.102,4532.62,4532.62
4532.614,4532.614,4532.145,4532.145
4532.138,4532.138,4531.588,4531.588
4531.579,4531.579,4531.095,4531.095
4531.095,4531.095,4530.552,4530.552
4530.534,4530.534,4530.043,4530.043
4530.035,4530.035,4529.485,4529.485
4529.467,4529.467,4528.916,4528.916
4528.901,4528.901,4528.363,4528.363
4528.354,4528.354,4527.787,4527.787
4527.776,4527.776,4527.245,4527.245
4527.238,4527.238,4526.814,4526.814
4526.812,4531.437,4526.622,4531.09
4531.081,4531.081,4530.502,4530.502
4530.491,4530.491,4529.944,4529.944
4529.938,4529.938,4529.348,4529.348
4529.335,4532.332,4529.05,4531.995
4531.993,4531.993,4531.409,4531.409
4531.4,4531.4,4530.802,4530.802
4530.795,4530.795,4530.317,4530.317
4530.309,4530.309,4529.814,4529.814
4529.808,4529.808,4529.302,4529.302
4529.293,4529.293,4528.754,4528.754
4528.74,4528.74,4528.146,4528.146
4528.14,4528.14,4527.634,4527.634
4527.625,4527.625,4527.053,4527.053
4527.043,4527.043,4526.453,4526.453
4526.452,4526.452,4525.93,4525.93
4525.923,4525.923,4525.401,4525.401
4525.401,4525.401,4524.809,4524.809
4524.808,4532.159,4524.754,4531.766
4531.765,4531.765,4531.214,4531.214
4531.213,4531.213,4530.697,4530.697
4530.69,4530.69,4530.19,4530.19
4530.187,4530.187,4529.646,4529.646
4529.646,4529.646,4529.102,4529.102
4529.102,4529.102,4528.6,4528.6
4528.598,4528.598,4528.096,4528.096
4528.081,4528.081,4527.633,4527.633
4527.632,4527.632,4527.155,4527.155
4527.144,4527.144,4526.524,4526.524
4526.509,4526.509,4525.982,4525.982
4525.972,4525.972,4525.422,4525.422
4525.412,4525.412,4524.871,4524.871
4524.852,4524.852,4524.405,4524.405
4524.386,4529.069,4524.35,4528.553
4528.552,4528.61,4528.234,4528.234
4528.224,4528.224,4527.614,4527.614
4527.606,4527.606,4527.058,4527.058
4527.041,4527.137,4526.579,4526.579
4526.565,4526.565,4525.984,4525.984
4525.981,4525.981,4525.485,4525.485
4525.473,4531.817,4525.122,4531.625
4531.623,4531.623,4531.06,4531.06
4531.051,4531.051,4530.455,4530.455
4530.445,4530.445,4529.872,4529.872
4529.866,4529.866,4529.354,4529.354
4529.339,4529.339,4528.769,4528.769
4528.766,4528.766,4528.18,4528.18
4528.176,4529.97,4527.712,4529.878
4529.863,4529.863,4529.234,4529.234
4529.23,4529.23,4528.724,4528.724
4528.714,4528.714,4528.214,4528.214
4528.202,4528.202,4527.697,4527.697
4527.695,4527.695,4527.126,4527.126
4527.126,4527.126,4526.558,4526.558
4526.548,4532.125,4526.191,4531.908
4531.894,4540.794,4531.871,4540.217
4540.21,4540.21,4539.723,4539.723
4539.72,4539.72,4539.163,4539.163
4539.149,4539.149,4538.59,4538.59
4538.582,4538.582,4538.101,4538.101
4538.085,4538.085,4537.579,4537.579
4537.578,4537.578,4537.082,4537.082
4537.071,4537.071,4536.578,4536.578
4536.571,4536.571,4536.087,4536.087
4536.085,4536.085,4535.478,4535.478
4535.461,4535.461,4534.951,4534.951
4534.941,4540.888,4534.895,4540.412
4540.411,4540.411,4539.893,4539.893
4539.882,4539.882,4539.372,4539.372
4539.37,4539.37,4538.801,4538.801
4538.778,4538.778,4538.215,4538.215
4538.209,4538.209,4537.706,4537.706
4537.688,4537.688,4537.129,4537.129
4537.123,4540.399,4537.072,4539.936
4539.929,4539.929,4539.319,4539.319
4539.307,4539.307,4538.776,4538.776
4538.771,4538.771,4538.277,4538.277
4538.262,4538.262,4537.695,4537.695
4537.686,4537.686,4537.242,4537.242
4537.226,4537.226,4536.658,4536.658
4536.646,4536.646,4536.103,4536.103
4536.089,4536.089,4535.604,4535.604
4535.593,4535.593,4535.02,4535.02
4535,4535,4534.559,4534.559
4534.555,4534.555,4534.108,4534.108
4534.1,4534.1,4533.547,4533.547
4533.543,4533.543,4532.995,4532.995
4532.991,4532.991,4532.554,4532.554
4532.537,4532.537,4532.022,4532.022
4532.02,4532.02,4531.542,4531.542
4531.524,4531.524,4531.039,4531.039
4531.028,4531.028,4530.483,4530.483
4530.475,4530.475,4529.987,4529.987
4529.984,4534.225,4529.427,4534.214
4534.2,4534.2,4533.699,4533.699
4533.691,4533.691,4533.165,4533.165
4533.158,4533.158,4532.634,4532.634
4532.626,4532.626,4532.024,4532.024
4532.023,4532.023,4531.448,4531.448
4531.441,4531.441,4530.962,4530.962
4530.956,4530.956,4530.493,4530.493
4530.485,4530.485,4529.996,4529.996
4529.979,4529.979,4529.451,4529.451
4529.448,4529.448,4528.995,4528.995
4528.981,4528.981,4528.329,4528.329
4528.308,4533.262,4527.831,4533.198
4533.195,4533.195,4532.646,4532.646
4532.625,4532.625,4532.047,4532.047
4532.041,4532.041,4531.5,4531.5
4531.489,4531.489,4530.942,4530.942
4530.926,4530.926,4530.418,4530.418
4530.406,4531.042,4529.822,4531.042
4531.033,4531.033,4530.459,4530.459
4530.455,4530.455,4529.947,4529.947
4529.94,4529.94,4529.476,4529.476
4529.47,4529.47,4528.984,4528.984
4528.964,4528.964,4528.489,4528.489
4528.489,4528.489,4527.85,4527.85
4527.84,4527.84,4527.319,4527.319
4527.303,4527.303,4526.85,4526.85
4526.842,4526.842,4526.31,4526.31
4526.305,4526.305,4525.764,4525.764
4525.756,4525.756,4525.236,4525.236
4525.226,4525.226,4524.675,4524.675
4524.668,4524.668,4524.099,4524.099
4524.076,4524.076,4523.578,4523.578
4523.548,4523.548,4523.001,4523.001
4522.994,4522.994,4522.448,4522.448
4522.44,4522.44,4521.862,4521.862
4521.853,4521.853,4521.348,4521.348
4521.342,4521.342,4520.836,4520.836
4520.828,4520.828,4520.275,4520.275
4520.26,4520.26,4519.707,4519.707
4519.705,4519.705,4519.198,4519.198
4519.192,4519.192,4518.651,4518.651
4518.65,4518.65,4518.239,4518.239
4518.232,4518.232,4517.64,4517.64
4517.636,4517.636,4517.125,4517.125
4517.104,4517.104,4516.576,4516.576
4519.764,4519.764,4519.142,4519.142
4519.137,4519.137,4518.58,4518.58
4518.568,4518.568,4518.009,4518.009
4518.008,4518.008,4517.501,4517.501
4517.49,4517.49,4516.966,4516.966
4516.948,4516.948,4516.418,4516.418
4516.415,4516.415,4515.829,4515.829
4515.824,4515.824,4515.345,4515.345
4515.344,4515.344,4514.91,4514.91
4514.899,4514.899,4514.29,4514.29
4514.289,4514.289,4513.718,4513.718
4513.717,4513.717,4513.23,4513.23
4513.216,4513.216,4512.718,4512.718
4512.707,4512.707,4512.236,4512.236
4512.229,4512.229,4511.685,4511.685
4511.681,4511.681,4511.163,4511.163
4511.163,4511.163,4510.658,4510.658
4510.656,4510.656,4510.148,4510.148
4510.126,4510.126,4509.618,4509.618
4509.613,4509.613,4509.04,4509.04
4509.026,4509.026,4508.412,4508.412
4508.412,4508.412,4507.877,4507.877
4507.862,4507.862,4507.379,4507.379
4507.372,4511.085,4507.262,4511.054
4511.053,4511.053,4510.483,4510.483
4510.482,4510.482,4509.948,4509.948
4509.942,4509.942,4509.397,4509.397
4509.396,4514.7,4509.217,4514.381
4514.371,4514.371,4513.778,4513.778
4513.766,4513.766,4513.288,4513.288
4513.276,4513.276,4512.782,4512.782
4512.766,4512.766,4512.279,4512.279
4512.261,4512.261,4511.642,4511.642
4511.639,4511.639,4511.092,4511.092
4511.073,4511.073,4510.577,4510.577
4510.573,4510.573,4510.045,4510.045
4510.038,4510.038,4509.586,4509.586
4509.586,4509.586,4509.132,4509.132
4509.13,4509.13,4508.597,4508.597
4508.595,4508.595,4508.063,4508.063
4508.062,4508.062,4507.385,4507.385
4507.375,4507.375,4506.763,4506.763
4506.749,4506.749,4506.235,4506.235
4506.227,4506.227,4505.703,4505.703
4505.698,4505.698,4505.155,4505.155
4505.14,4505.14,4504.579,4504.579
4504.572,4504.572,4504.003,4504.003
4503.99,4503.99,4503.457,4503.457
4503.453,4503.453,4503.02,4503.02
4503.015,4503.015,4502.467,4502.467
4502.467,4502.467,4502.028,4502.028
4502.006,4502.006,4501.409,4501.409
4501.406,4501.406,4500.811,4500.811
4500.802,4500.802,4500.257,4500.257
4500.245,4500.245,4499.742,4499.742
4499.735,4500.161,4499.116,4500.151
4500.138,4500.138,4499.585,4499.585
4499.58,4499.58,4499.007,4499.007
4499.001,4506.457,4498.826,4506.184
4506.179,4506.179,4505.686,4505.686
4505.679,4505.679,4505.204,4505.204
4505.194,4505.194,4504.627,4504.627
4504.625,4504.625,4504.088,4504.088
4504.071,4504.071,4503.509,4503.509
4503.502,4503.502,4502.976,4502.976
4502.961,4502.961,4502.41,4502.41
4502.409,4502.409,4501.832,4501.832
4501.822,4501.822,4501.323,4501.323
4501.316,4501.316,4500.816,4500.816
4500.802,4500.802,4500.237,4500.237
4500.236,4500.236,4499.701,4499.701
4499.696,4499.696,4499.108,4499.108
4499.106,4499.106,4498.614,4498.614
4498.613,4498.613,4498.064,4498.064
4498.049,4498.049,4497.488,4497.488
4497.467,4497.467,4496.863,4496.863
4496.849,4496.849,4496.345,4496.345
4496.332,4496.332,4495.787,4495.787
4495.778,4495.778,4495.19,4495.19
4495.19,4495.19,4494.616,4494.616
4494.612,4494.612,4494.149,4494.149
4494.149,4494.149,4493.626,4493.626
4493.616,4493.616,4493.035,4493.035
4493.033,4493.033,4492.565,4492.565
4492.56,4493.793,4492.376,4493.465
4493.459,4493.459,4492.924,4492.924
4492.914,4492.914,4492.358,4492.358
4492.346,4492.346,4491.754,4491.754
4491.751,4491.751,4491.208,4491.208
4491.197,4491.197,4490.641,4490.641
4490.64,4490.64,4490.185,4490.185
4490.175,4490.175,4489.609,4489.609
4489.599,4489.599,4489.062,4489.062
4489.057,4489.057,4488.572,4488.572
4488.57,4488.57,4488.129,4488.129
4488.125,4500.404,4488.047,4500.006
4499.998,4499.998,4499.42,4499.42
4499.413,4499.413,4498.813,4498.813
4498.805,4498.805,4498.478,4498.488
4498.474,4498.474,4497.915,4497.915
4497.903,4497.903,4497.355,4497.355
4497.343,4497.343,4496.794,4496.794
4496.792,4496.792,4496.347,4496.347
4496.341,4496.341,4495.757,4495.757
4495.734,4495.734,4495.262,4495.262
4495.252,4495.252,4494.74,4494.74
4494.721,4494.721,4494.225,4494.225
4494.217,4504.996,4493.908,4504.905
4504.894,4504.894,4504.326,4504.326
4504.316,4504.316,4503.789,4503.789
4503.772,4503.772,4503.249,4503.249
4503.249,4503.249,4502.625,4502.625
4502.621,4502.621,4502.115,4502.115
4502.109,4502.109,4501.603,4501.603
